,name,author,numberOfPages,price
2525,Гранатовый браслет,Александр Куприн,288,192 ₽
2526,,,288,200 ₽
2527,Жизнь. Монт-Ориоль,Ги де Мопассан,512,248 ₽
2528,,,384,257 ₽
2529,,,,364 ₽
2530,Гроза. Пьесы,Александр Островский,416,432 ₽
2531,,,352,579 ₽
2532,Смерть Артура,Томас Мэлори,640,464 ₽
2533,Портрет Дориана Грея,Оскар Уайльд,320,558 ₽
2534,"Тереза Батиста, уставшая воевать",Жоржи Амаду,480,600 ₽
2535,Большое собрание пьес в одном томе,Антон Чехов,752,912 ₽
2536,,,608,1 399 ₽
2537,,,128,289 ₽
2538,Дамское Cчастье,Эмиль Золя,512,190 ₽
2539,,,512,256 ₽
2540,Золотая роза,Константин Паустовский,320,293 ₽
2541,,,544,264 ₽
2542,1984 (новый перевод): роман,Джордж Оруэлл,382,248 ₽
2543,Хорошие жены,Луиза Мэй Олкотт,416,388 ₽
2544,Хорошие жены,Луиза Мэй Олкотт,416,388 ₽
2545,Время жить и время умирать,Эрих Ремарк,448,481 ₽
2546,"Дороги, ведущие в Эдем. Полное собрание рассказов",Трумэн Капоте,416,553 ₽
2547,,,,
2548,Последний магнат,Френсис Скотт Фицджеральд,352,189 ₽
2549,Сын человеческий,Леонид Андреев,448,198 ₽
2550,Тэсс из рода дЭрбервиллей,Томас Гарди,448,248 ₽
2551,Над кукушкиным гнездом,Кен Кизи,384,266 ₽
2552,Малое собрание сочинений,Марк Твен,640,439 ₽
2553,Американская трагедия,Теодор Драйзер,928,464 ₽
2554,Вечное чудо жизни,Джеймс Хэрриот,448,599 ₽
2555,Ночь. Рассвет. День. Трилогия,Эли Визель,429,660 ₽
2556,Суер-Выер,Юрий Коваль,320,184 ₽
2557,Ритуалы плавания,Уильям Голдинг,320,240 ₽
2558,"Зов предков : роман, рассказы, очерки",Джек Лондон,352,127 ₽
2559,Маленькая хозяйка Большого дома,Джек Лондон,384,427 ₽
2560,Замок : роман,Франц Кафка,352,184 ₽
2561,,,448,184 ₽
2562,"Зеленые тени, Белый Кит",Рэй Брэдбери,384,266 ₽
2563,Пармская обитель: роман,Фредерик Стендаль,576,184 ₽
2564,,,512,234 ₽
2565,Ревизор,Николай Гоголь,288,119 ₽
2566,Одноэтажная Америка,Евгений Петров,448,224 ₽
2567,Марсианские хроники,Рэй Брэдбери,304,266 ₽
2568,Лавка чудес,Жоржи Амаду,384,301 ₽
2569,Смерть Артура,Томас Мэлори,640,600 ₽
2570,Кавказский пленник. Хаджи-Мурат. Повести и рассказы,Лев Толстой,704,744 ₽
2571,1984,Джордж Оруэлл,352,176 ₽
2572,Алые паруса,Александр Грин,352,192 ₽
2573,Незнакомка из Уайлдфелл-Холла,Энн Бронте,448,206 ₽
2574,Представление: рассказы,Сергей Довлатов,192,200 ₽
2575,1984,Джордж Оруэлл,352,248 ₽
2576,Граф Монте-Кристо. Том 1,Александр Дюма (отец),640,432 ₽
2577,Дары волхвов,О. Генри,32,481 ₽
2578,Али и Нино : роман,Курбан Саид,320,521 ₽
2579,Жизнь на грешной земле,Анатолий Иванов,512,559 ₽
2580,Униженные и оскорбленные,Федор Достоевский,672,684 ₽
2581,Большое собрание юмористических рассказов в одном томе,Антон Чехов,832,912 ₽
2582,"Богач, бедняк. Нищий, вор",Ирвин Шоу,960,902 ₽
2583,История одного города,Михаил Салтыков-Щедрин,288,1 246 ₽
2584,Игрок,Федор Достоевский,224,210 ₽
2585,Калина красная: киноповести,Василий Шукшин,384,181 ₽
2586,Милый друг,Ги де Мопассан,352,220 ₽
2587,Сексус,Генри Миллер,640,217 ₽
2588,Портрет Дориана Грея. Рассказы. Сказки,Оскар Уайльд,480,576 ₽
2589,Джейн Эйр,Шарлотта Бронте,608,576 ₽
2590,Таинственные повести и рассказы,Иван Тургенев,352,550 ₽
2591,,,416,914 ₽
2592,"Прощай, Гари Купер",Ромен Гари,288,576 ₽
2593,Дары волхвов,О. Генри,416,220 ₽
2594,Приваловские миллионы,Дмитрий Мамин-Сибиряк,480,551 ₽
2595,Мифы Ктулху,Говард Филлипс Лавкрафт,512,184 ₽
2596,Ревизор,Николай Гоголь,288,189 ₽
2597,Доводы рассудка,Джейн Остен,320,198 ₽
2598,Морфий,Михаил Булгаков,192,220 ₽
2599,Петербургские повести: сборник,Николай Гоголь,288,231 ₽
2600,,,288,293 ₽
2601,,,960,325 ₽
2602,Янки из Коннектикута при дворе короля Артура. Принц и нищий: романы,Марк Твен,544,327 ₽
2603,"Мелкий бес: романы, рассказы",Федор Сологуб,704,388 ₽
2604,"История Тома Джонса, найденыша. Том 1",Генри Филдинг,544,602 ₽
2605,По ту сторону Тулы. Советская пастораль. Роман,Андрей Николев,240,788 ₽
2606,Виктор Вавич,Борис Житков,608,1 199 ₽
2607,Великий Гэтсби,Френсис Скотт Фицджеральд,144,945 ₽
2608,Титан,Теодор Драйзер,608,1 334 ₽
2609,,,576,1 238 ₽
2610,Маленькие трагедии. Моцарт и Сальери,Александр Пушкин,24,189 ₽
2611,Короли и капуста: Повесть,О. Генри,224,144 ₽
2612,Алая чума. До Адама.,Джек Лондон,288,180 ₽
2613,Последний день приговоренного к смерти: сборник,Виктор Мари Гюго,288,189 ₽
2614,Маленькие женщины,Луиза Мэй Олкотт,384,248 ₽
2615,Записки охотника. Муму,Иван Тургенев,384,240 ₽
2616,Воскресение,Лев Толстой,576,346 ₽
2617,Соборяне,Николай Лесков,480,405 ₽
2618,Вино из одуванчиков,Рэй Брэдбери,448,450 ₽
2619,Собор Парижской Богоматери,Виктор Мари Гюго,544,576 ₽
2620,Женщина французского лейтенанта,Джон Роберт Фаулз,512,702 ₽
2621,Повесть о двух городах,Чарльз Диккенс,480,619 ₽
2622,Портрет Дориана Грея. Иллюстрированное издание,Оскар Уайльд,256,994 ₽
2623,"Путешествие на ""Ослепительном""",Джек Лондон,448,150 ₽
2624,Клуб самоубийц,Роберт Льюис Стивенсон,288,192 ₽
2625,Опасные связи,Пьер Шодерло де Лакло,416,189 ₽
2626,Тэсс из рода дЭрбервиллей,Томас Гарди,448,210 ₽
2627,1984,Джордж Оруэлл,352,450 ₽
2628,Иван Шмелев. Малое собрание сочинений,Иван Шмелев,640,466 ₽
2629,Победитель не получает ничего,Эрнест Миллер Хемингуэй,576,578 ₽
2630,Письма к молодому поэту,Райнер Рильке,160,150 ₽
2631,Дама с собачкой: Рассказы.,Антон Чехов,416,184 ₽
2632,Былое Иакова,Томас Манн,448,256 ₽
2633,Территория войны,Габриэль Гарсиа Маркес,320,556 ₽
2634,Вий. Тарас Бульба. Ревизор,Николай Гоголь,672,642 ₽
2635,Гордость и предубеждение. Роман,Джейн Остен,400,186 ₽
2636,,,384,198 ₽
2637,Бегство от волшебника,Айрис Мердок,384,256 ₽
